Random,0.23689603805541992,0.02946673894145086
PPO,0.4606298804283142,0.10012977673710823
PPO_ICM,0.34175795316696167,0.05626058640342343
PPO_VIME,0.44558975100517273,0.07888985716218311
PPO_MAX_1,0.3576095700263977,0.07088702568193937
PPO_GP_1,0.371081680059433,0.07431438346494539
PPO_DKL_1,0.35487598180770874,0.07230048996544788
PPO_MAX,0.9077191948890686,0.03572856226438547
PPO_GP,0.9314643144607544,0.04740008129452055
PPO_DKL,0.9175252914428711,0.03032428874608465
Random,0.23689603805541992,0.02946673894145086
PPO,0.4606298804283142,0.10012977673710823
PPO_ICM,0.34175795316696167,0.05626058640342343
PPO_VIME,0.44558975100517273,0.07888985716218311
PPO_MAX_1,0.3576095700263977,0.07088702568193937
PPO_GP_1,0.371081680059433,0.07431438346494539
PPO_DKL_1,0.35487598180770874,0.07230048996544788
PPO_MAX,0.9077191948890686,0.03572856226438547
PPO_GP,0.9314643144607544,0.04740008129452055
PPO_DKL,0.9175252914428711,0.03032428874608465
Random,0.23689603805541992,0.02946673894145086
PPO,0.4606298804283142,0.10012977673710823
PPO_ICM,0.34175795316696167,0.05626058640342343
PPO_VIME,0.44558975100517273,0.07888985716218311
PPO_MAX_1,0.3576095700263977,0.07088702568193937
PPO_GP_1,0.371081680059433,0.07431438346494539
PPO_DKL_1,0.35487598180770874,0.07230048996544788
PPO_MAX,0.9077191948890686,0.03572856226438547
PPO_GP,0.9314643144607544,0.04740008129452055
PPO_DKL,0.9175252914428711,0.03032428874608465
